0.30439E+01 0.98025E-02 0.00000E+01 22530 0 0 1353 0.44400E+03 0.00000E+01 0.30439E+01 0.00000E+01 0.00000E+01 0
1 3.0964 0.061332 0.79404 7.3239 3.0964
2 3.0693 0.027637 0.51047 6.794 3.0693
3 3.0378 0.014689 0.38768 5.5576 3.0378
4 3.0113 0.061853 0.82341 7.6748 3.0113
5 3.0022 0.027418 0.51773 6.6463 3.0022
6 3.0525 0.014389 0.37794 5.5177 3.0525
